"","age1_orange.E","age2_no_comorbid_orange.E","age2_comorbid_orange.E","age3_no_comorbid_green.E","age3_comorbid_green.E"
"431",175,157,24,1,1
"432",170,175,25,0,0
"433",137,138,20,5,9
"434",154,141,24,0,0
"435",151,154,26,0,0
"436",169,153,25,0,1
"437",146,161,27,0,0
"438",148,179,29,6,12
"439",160,162,21,6,9
"440",148,176,19,5,9
"441",150,123,19,0,0
"442",149,174,28,0,1
"443",154,160,27,5,10
"444",140,143,19,5,6
"445",0,1,0,0,0
"446",159,177,28,0,0
"447",181,166,23,0,0
"448",175,149,25,0,0
"449",148,147,21,7,7
"450",151,174,27,12,8
"451",153,160,28,0,0
"452",150,159,21,0,0
"453",0,1,0,0,0
"454",165,155,26,5,12
"455",0,1,0,0,0
"456",176,152,23,0,0
"457",154,150,31,5,6
"458",164,160,22,6,6
"459",158,148,30,0,1
"460",168,159,25,4,7
"461",173,163,20,0,0
"462",143,151,29,0,0
"463",0,1,0,0,0
"464",154,159,24,5,11
"465",139,150,19,6,12
"466",163,176,25,0,0
"467",0,1,0,0,0
"468",167,178,27,10,9
"469",146,141,23,6,9
"470",138,144,23,7,6
"471",149,147,26,0,0
"472",150,146,26,0,0
"473",0,1,0,0,0
"474",145,150,24,0,1
"475",0,1,0,0,0
"476",154,146,26,5,9
"477",189,173,24,0,0
"478",0,1,0,0,0
"479",166,139,22,0,0
"480",154,150,23,4,7
"481",0,1,0,0,0
"482",151,169,25,0,0
"483",0,1,0,0,0
"484",185,150,23,4,5
"485",169,168,27,3,7
"486",170,164,21,0,0
"487",173,170,25,5,6
"488",155,162,28,0,0
"489",0,1,0,0,0
"490",159,146,21,0,0
"491",154,191,22,3,6
"492",152,144,22,0,0
"493",137,149,24,0,0
"494",162,179,31,0,0
"495",153,171,27,5,8
"496",173,168,28,8,13
"497",148,155,23,0,0
"498",0,1,0,0,0
"499",148,163,24,5,9
"500",139,155,22,0,0
"501",0,1,0,0,0
"502",0,1,0,0,0
"503",138,136,18,0,0
"504",164,141,22,4,6
"505",129,144,19,1,1
"506",133,140,22,3,7
"507",0,1,0,0,0
"508",150,184,32,0,0
"509",0,1,0,0,0
"510",150,164,31,0,0
"511",0,1,0,0,0
"512",160,160,26,0,0
"513",172,177,28,1,0
"514",155,147,25,0,0
"515",145,144,22,6,8
"516",157,159,25,6,9
"517",157,156,25,6,9
"518",145,172,25,0,1
"519",159,156,31,6,10
"520",167,168,24,0,0
"521",139,150,21,7,10
"522",136,144,21,5,11
"523",156,153,28,4,8
"524",167,167,23,5,9
"525",167,151,26,0,1
"526",0,1,0,0,0
"527",160,160,26,5,13
"528",140,138,23,6,9
"529",151,147,21,0,0
"530",0,1,0,0,0
"531",140,175,25,5,4
"532",166,146,23,0,0
"533",151,165,30,1,0
"534",157,166,21,4,6
"535",150,162,26,0,0
"536",0,1,0,0,0
"537",150,168,30,0,0
"538",1,1,0,0,0
"539",137,141,21,1,0
"540",155,165,21,0,0
"541",152,149,30,11,10
"542",152,149,26,0,0
"543",162,157,22,0,0
"544",150,151,22,7,8
"545",147,139,29,0,0
"546",146,141,25,6,10
"547",0,1,0,0,0
"548",142,153,17,0,1
"549",151,152,26,9,7
"550",163,160,25,6,8
"551",162,161,23,3,5
"552",167,158,25,5,8
"553",165,154,24,0,0
"554",151,166,21,0,0
"555",162,139,26,10,9
"556",152,165,28,7,7
"557",155,181,29,0,0
"558",154,145,26,7,13
"559",166,172,25,0,0
"560",168,161,27,6,9
"561",2,1,0,0,0
"562",162,181,23,0,1
"563",175,156,26,9,10
"564",146,142,24,7,12
"565",149,152,22,0,0
"566",145,129,20,0,0
"567",138,138,25,5,8
"568",142,146,24,1,1
"569",165,164,24,6,7
"570",0,1,0,0,0
"571",171,146,29,0,0
"572",0,1,0,0,0
"573",156,163,30,0,0
"574",145,147,19,4,8
"575",155,139,17,0,0
"576",148,152,24,0,0
"577",0,1,0,0,0
"578",141,143,25,6,7
"579",151,159,20,0,0
"580",145,149,23,0,0
"581",148,145,20,4,6
"582",152,145,23,5,6
"583",148,145,25,6,6
"584",132,132,23,0,0
"585",1,1,0,0,0
"586",171,151,20,0,1
"587",149,150,27,0,0
"588",167,181,27,5,7
"589",144,162,27,6,9
"590",163,175,26,6,9
"591",182,156,29,0,0
"592",0,1,0,0,0
"593",158,138,24,0,0
"594",168,140,20,0,0
"595",151,142,21,0,0
"596",147,151,20,0,0
"597",0,1,0,0,0
"598",169,171,22,0,0
"599",161,160,23,0,0
"600",159,160,29,0,0
"601",148,161,29,6,9
"602",149,141,26,7,10
"603",147,170,19,0,0
"604",156,165,24,0,0
"605",161,161,22,3,9
"606",139,153,26,0,0
"607",0,1,0,0,0
"608",143,141,21,0,0
"609",156,166,24,0,0
"610",171,175,35,5,10
"611",168,163,27,0,0
"612",156,128,22,0,0
"613",146,148,26,7,9
"614",154,128,22,0,0
"615",155,143,18,0,0
"616",153,181,27,2,1
"617",150,154,27,0,0
"618",160,174,28,0,0
"619",172,145,23,0,0
"620",0,1,0,0,0
"621",160,169,23,0,0
"622",0,1,0,0,0
"623",0,1,0,0,0
"624",145,139,27,6,8
"625",152,159,22,6,5
"626",149,157,24,0,0
"627",150,144,22,7,7
"628",172,163,26,0,0
"629",147,169,21,0,0
"630",148,138,26,0,0
"631",159,158,24,4,9
"632",155,164,22,0,0
"633",163,155,27,7,14
"634",152,144,19,7,10
"635",0,1,0,0,0
"636",166,163,19,4,5
"637",173,159,23,0,0
"638",155,158,20,0,0
"639",154,146,17,1,0
"640",154,173,25,0,0
"641",159,147,25,8,11
"642",166,151,28,0,0
"643",146,164,24,0,0
"644",151,147,27,1,1
"645",159,148,27,0,0
"646",154,167,22,3,6
"647",0,1,0,0,0
"648",185,174,31,0,1
"649",156,156,23,2,2
"650",134,172,18,7,7
"651",0,1,0,0,0
"652",189,165,34,8,9
"653",157,136,24,4,6
"654",175,166,23,0,0
"655",177,174,31,0,1
"656",150,174,18,0,1
"657",0,1,0,0,0
"658",158,159,22,1,0
"659",165,157,25,10,9
"660",0,1,0,0,0
"661",180,161,25,0,0
"662",149,156,20,0,0
"663",0,1,0,0,0
"664",159,157,21,6,7
"665",164,160,29,0,0
"666",0,1,0,0,0
"667",148,140,22,8,9
"668",147,159,22,0,0
"669",153,155,23,0,0
"670",170,142,22,8,12
"671",154,159,26,0,0
"672",156,184,22,6,9
"673",0,1,0,0,0
"674",166,165,26,0,0
"675",167,158,30,0,0
"676",153,160,22,0,0
"677",155,144,31,7,9
"678",145,149,29,0,0
"679",1,1,0,0,0
"680",171,154,22,8,13
"681",167,163,28,0,0
"682",168,164,25,5,6
"683",155,172,26,5,6
"684",158,168,29,8,13
"685",0,1,0,0,0
"686",158,159,25,0,0
"687",0,1,0,0,0
"688",0,1,0,0,0
"689",141,152,25,0,0
"690",133,173,28,0,0
"691",165,174,27,7,7
"692",146,158,25,0,0
"693",168,164,19,4,6
"694",0,1,0,0,0
"695",156,133,23,0,0
"696",164,158,22,0,1
"697",180,178,23,3,7
"698",164,142,19,5,7
"699",145,148,18,0,0
"700",146,143,23,0,0
"701",139,140,19,0,0
"702",151,144,22,0,0
"703",0,1,0,0,0
"704",149,131,27,4,5
"705",170,160,25,0,0
"706",163,143,23,0,0
"707",149,166,23,0,0
"708",162,164,23,4,8
"709",136,149,21,0,1
"710",0,1,0,0,0
"711",162,152,22,0,0
"712",165,159,23,4,9
"713",144,172,20,0,0
"714",158,155,29,5,9
"715",160,176,21,0,0
"716",147,130,29,6,16
"717",1,1,0,0,0
"718",142,165,26,10,12
"719",141,166,22,0,0
"720",137,157,25,7,9
"721",146,156,28,3,7
"722",172,144,25,5,8
"723",169,144,19,8,10
"724",162,159,32,0,0
"725",164,178,25,6,7
"726",152,170,24,0,0
"727",166,176,26,7,10
"728",165,172,26,5,7
"729",153,169,21,0,0
"730",181,171,30,0,0
"731",169,185,24,0,0
"732",148,138,24,5,7
"733",143,163,30,7,10
"734",176,144,25,6,11
"735",136,150,23,1,1
"736",154,149,21,0,0
"737",149,162,15,4,5
"738",144,162,27,6,11
"739",160,155,23,0,0
"740",161,177,24,0,0
"741",155,161,24,6,10
"742",149,142,25,5,9
"743",146,150,25,6,10
"744",187,170,28,0,0
"745",155,164,27,0,0
"746",150,166,20,1,2
"747",154,149,21,11,11
"748",154,160,23,7,11
"749",145,150,24,0,0
"750",152,152,20,0,0
"751",152,162,20,0,0
"752",0,1,0,0,0
"753",180,170,23,4,10
"754",142,160,20,0,0
"755",158,149,24,5,8
"756",155,149,33,1,0
"757",154,146,21,0,0
"758",162,145,24,7,7
"759",142,148,23,0,0
"760",153,150,19,0,0
"761",158,145,27,5,10
"762",151,153,19,7,11
"763",140,152,19,6,7
"764",0,1,0,0,0
"765",193,164,25,4,8
"766",150,154,23,0,0
"767",148,170,19,6,5
"768",177,159,28,1,0
"769",0,1,0,0,0
"770",165,148,26,0,0
"771",153,172,27,5,9
"772",158,148,23,0,0
"773",156,170,24,0,0
"774",157,171,21,7,11
"775",144,152,22,1,2
"776",166,159,23,7,10
"777",153,152,19,0,0
"778",149,149,22,0,0
"779",146,135,20,0,0
"780",149,168,20,0,0
"781",141,150,27,2,2
"782",0,1,0,0,0
"783",166,166,26,0,0
"784",155,133,20,1,0
"785",164,139,20,0,0
"786",177,161,26,7,8
"787",165,159,30,4,8
"788",0,1,0,0,0
"789",140,160,26,1,0
"790",144,150,23,4,8
"791",144,146,24,6,8
"792",176,184,24,0,0
"793",145,156,20,6,9
"794",0,1,0,0,0
"795",181,151,20,0,0
"796",158,137,25,0,0
"797",160,171,27,7,12
"798",161,151,19,0,0
"799",150,144,24,0,0
"800",155,149,25,0,1
"801",159,164,25,5,7
"802",1,1,0,0,0
"803",141,148,24,5,8
"804",160,171,25,5,7
"805",146,162,25,0,0
"806",170,148,22,0,0
"807",157,155,24,0,0
"808",142,151,21,8,10
"809",153,147,26,1,1
"810",1,1,0,0,0
"811",149,151,24,0,0
"812",0,1,0,0,0
"813",157,156,19,0,0
"814",152,162,17,0,0
"815",0,1,0,0,0
"816",148,137,30,5,8
"817",155,132,22,6,8
"818",144,162,27,0,0
"819",0,1,0,0,0
"820",158,138,25,0,0
"821",147,149,23,0,0
"822",169,174,27,6,9
"823",156,166,27,0,0
"824",158,144,20,0,0
"825",155,173,25,5,10
"826",134,152,19,0,0
"827",166,156,22,0,0
"828",154,142,25,0,0
"829",165,172,29,0,0
"830",173,159,28,0,0
"831",142,146,21,0,0
"832",170,164,24,0,0
"833",167,182,26,0,0
"834",146,155,22,6,10
"835",155,153,22,5,6
"836",174,158,25,0,0
"837",0,1,0,0,0
"838",141,145,16,0,0
"839",166,155,25,0,0
"840",156,138,26,0,0
"841",0,1,0,0,0
"842",138,162,30,5,6
"843",0,1,0,0,0
"844",144,150,21,9,9
"845",149,169,19,0,0
"846",1,1,0,0,0
"847",182,160,33,0,0
"848",157,146,22,5,8
"849",168,168,19,4,8
"850",159,173,28,4,8
"851",149,170,21,0,0
"852",0,1,0,0,0
"853",150,152,22,0,0
"854",171,163,25,5,8
"855",147,139,25,5,10
"856",149,165,29,1,1
"857",152,149,22,4,8
"858",152,157,23,0,1
"859",158,162,23,7,11
"860",155,156,26,6,7
"861",171,167,19,0,0
"862",169,172,23,0,0
"863",158,137,17,0,1
"864",168,142,18,7,8
"865",177,172,35,9,9
"866",173,157,23,0,0
"867",168,175,23,5,12
"868",167,152,24,0,0
"869",0,1,0,0,0
"870",155,151,22,8,7
"871",154,161,26,0,0
"872",155,144,30,0,0
"873",159,141,27,5,10
"874",147,151,22,7,9
"875",129,133,21,0,0
"876",0,1,0,0,0
"877",150,141,24,7,9
"878",140,158,20,0,0
"879",0,1,0,0,0
"880",162,186,27,7,8
"881",172,156,29,6,9
"882",154,148,22,6,9
"883",167,173,22,0,0
"884",1,1,0,0,0
"885",151,139,30,0,0
"886",157,171,23,0,0
"887",177,177,31,0,0
"888",1,1,0,0,0
"889",146,134,23,6,12
"890",160,173,25,6,8
"891",174,174,28,4,9
"892",158,156,26,6,6
"893",158,157,19,0,0
"894",136,160,25,0,0
"895",163,165,27,0,0
"896",0,1,0,0,0
"897",151,157,28,0,0
"898",158,167,26,0,0
"899",0,1,0,0,0
"900",163,143,28,0,0
"901",161,161,29,0,1
"902",142,137,25,0,0
"903",169,161,31,0,0
"904",156,165,33,7,8
"905",175,161,31,0,0
"906",0,1,0,0,0
"907",174,158,27,0,0
"908",0,1,0,0,0
"909",158,166,26,5,8
"910",162,154,18,6,8
"911",165,147,26,0,0
"912",149,150,28,0,0
"913",160,138,26,1,2
"914",159,150,25,4,6
"915",139,163,21,6,8
"916",148,160,23,6,10
"917",0,1,0,0,0
"918",156,156,28,0,0
"919",137,155,20,0,0
"920",155,157,20,2,1
"921",158,156,24,6,7
"922",155,149,25,0,1
"923",0,1,0,0,0
"924",155,162,28,0,1
"925",137,151,25,0,0
"926",147,144,23,0,0
"927",174,164,23,1,0
"928",0,1,0,0,0
"929",0,1,0,0,0
"930",160,150,25,4,7
"931",152,156,21,0,0
"932",157,163,30,5,9
"933",164,156,27,0,0
"934",157,161,25,0,1
"935",154,162,20,9,8
"936",156,157,24,0,0
"937",155,176,25,0,0
"938",163,166,27,1,0
"939",0,1,0,0,0
"940",0,1,0,0,0
"941",0,1,0,0,0
"942",0,1,0,0,0
"943",1,1,0,0,0
"944",171,139,25,4,7
"945",167,144,22,0,0
"946",160,145,27,5,11
"947",147,155,22,0,0
"948",157,152,20,6,9
"949",168,159,27,0,0
"950",164,159,27,1,1
"951",176,156,32,0,0
"952",169,146,22,6,9
"953",167,150,22,6,8
"954",160,154,26,0,1
"955",149,147,21,5,7
"956",0,1,0,0,0
"957",164,152,18,6,8
"958",140,135,25,10,8
"959",166,155,22,0,0
"960",173,177,26,5,8
"961",171,175,21,0,1
"962",149,167,23,0,0
"963",159,159,21,0,0
"964",0,1,0,0,0
"965",1,1,0,0,0
"966",155,167,25,0,0
"967",161,149,24,7,8
"968",164,176,26,0,0
"969",153,159,28,0,0
"970",0,1,0,0,0
"971",0,1,0,0,0
"972",150,143,21,5,8
"973",153,148,29,0,0
"974",159,137,22,0,0
"975",185,142,27,7,9
"976",166,154,21,0,0
"977",172,161,26,0,2
"978",158,153,21,6,11
"979",175,142,26,5,8
"980",155,142,20,0,0
"981",137,176,25,7,6
"982",0,1,0,0,0
"983",121,153,23,5,8
"984",163,164,27,0,0
"985",133,163,17,0,1
"986",1,1,0,0,0
"987",0,1,0,0,0
"988",136,157,25,0,0
"989",151,141,21,0,0
"990",0,1,0,0,0
"991",176,160,28,0,0
"992",156,171,26,6,11
"993",196,147,22,0,0
"994",151,152,22,0,0
"995",159,134,26,0,0
"996",174,183,22,5,7
"997",148,143,26,6,11
"998",168,156,34,0,0
"999",163,154,32,0,0
"1000",146,141,26,5,7
"1001",143,160,23,7,10
"1002",165,162,21,0,0
"1003",138,139,23,1,1
"1004",141,153,22,0,0
"1005",165,152,27,0,1
"1006",169,168,24,4,8
"1007",147,156,23,4,6
"1008",164,155,23,1,2
"1009",168,159,22,0,0
"1010",149,136,25,0,0
"1011",144,154,25,4,11
"1012",157,159,19,0,0
"1013",157,136,23,0,0
"1014",153,156,26,0,0
"1015",0,1,0,0,0
"1016",0,1,0,0,0
"1017",155,161,25,0,0
"1018",0,1,0,0,0
"1019",0,1,0,0,0
"1020",168,146,22,3,7
"1021",172,161,25,6,9
"1022",150,147,24,8,10
"1023",144,128,30,1,1
"1024",142,129,22,1,1
"1025",157,149,27,0,1
"1026",159,165,26,8,9
"1027",166,161,33,4,6
"1028",158,142,24,0,0
"1029",158,146,28,0,0
"1030",165,158,21,7,10
"1031",152,138,29,0,0
"1032",149,159,21,0,0
"1033",143,152,22,1,0
"1034",177,165,24,0,0
"1035",1,1,0,0,0
"1036",164,164,27,0,0
"1037",0,1,0,0,0
"1038",190,170,30,0,0
"1039",164,161,16,0,0
"1040",0,1,0,0,0
"1041",166,146,20,0,0
"1042",150,137,20,0,0
"1043",147,158,20,6,10
"1044",152,152,18,0,1
"1045",1,1,0,0,0
"1046",156,176,20,0,0
"1047",149,148,24,0,0
"1048",149,158,28,0,1
"1049",160,145,27,9,7
"1050",1,1,0,0,0
"1051",166,163,27,0,0
"1052",0,1,0,0,0
"1053",149,141,28,4,7
"1054",169,149,19,0,1
"1055",156,146,23,0,0
"1056",163,156,24,0,0
"1057",171,159,24,10,10
"1058",163,165,21,0,0
"1059",156,154,31,0,1
"1060",0,1,0,0,0
"1061",146,146,20,0,0
"1062",155,154,19,0,0
