"","age1_orange.R","age2_no_comorbid_orange.R","age2_comorbid_green.R","age3_no_comorbid_green.R","age3_comorbid_green.R"
"2030",765,831,79,28,33
"2031",744,798,0,0,0
"2032",749,829,83,30,31
"2033",758,838,79,28,21
"2034",746,815,0,0,0
"2035",745,814,0,0,0
"2036",751,830,0,0,0
"2037",738,819,0,0,0
"2038",758,809,1,0,0
"2039",735,821,0,0,1
"2040",0,1,0,0,0
"2041",755,828,85,27,19
"2042",749,831,86,28,29
"2043",746,826,82,30,25
"2044",0,1,0,0,0
"2045",0,1,0,0,0
"2046",1,3,0,0,0
"2047",765,804,85,32,30
"2048",744,799,84,31,25
"2049",1,1,0,0,0
"2050",743,818,91,27,23
"2051",759,827,0,0,0
"2052",743,811,82,25,26
"2053",743,814,0,0,0
"2054",745,817,96,30,35
"2055",758,816,80,30,26
"2056",758,829,78,28,25
"2057",0,1,0,0,0
"2058",760,806,85,27,23
"2059",745,818,78,26,27
"2060",752,828,95,25,33
"2061",0,1,0,0,0
"2062",754,825,76,24,25
"2063",749,806,84,27,26
"2064",0,0,0,0,0
"2065",766,822,91,24,22
"2066",0,1,0,0,0
"2067",756,817,79,29,22
"2068",736,826,83,23,20
"2069",728,804,0,0,0
"2070",742,805,0,0,0
"2071",757,823,88,27,25
"2072",747,807,81,33,28
"2073",0,1,0,0,0
"2074",760,811,96,34,24
"2075",0,1,0,0,0
"2076",744,814,87,31,33
"2077",756,799,90,24,24
"2078",739,835,0,0,0
"2079",753,820,73,26,29
"2080",754,829,81,25,25
"2081",755,834,0,0,0
"2082",0,0,0,0,0
"2083",0,1,0,0,0
"2084",0,1,0,0,0
"2085",764,822,1,1,0
"2086",755,828,82,26,24
"2087",757,839,78,25,17
"2088",752,813,87,24,24
"2089",766,845,0,0,0
"2090",768,812,2,1,1
"2091",758,803,85,28,26
"2092",753,832,87,33,25
"2093",752,825,89,31,34
"2094",751,818,86,31,25
"2095",0,1,0,0,0
"2096",753,800,96,31,22
"2097",0,1,0,0,0
"2098",740,830,95,27,24
"2099",742,812,93,32,24
"2100",751,839,2,0,0
"2101",753,821,89,24,27
"2102",0,1,0,0,0
"2103",0,1,0,0,0
"2104",738,812,85,32,31
"2105",743,828,84,30,26
"2106",742,819,86,31,20
"2107",749,819,85,22,25
"2108",750,815,94,26,27
"2109",752,830,80,23,23
"2110",760,814,84,26,23
"2111",750,803,0,0,0
"2112",759,818,0,0,0
"2113",741,836,85,27,20
"2114",740,814,93,23,20
"2115",0,2,0,0,0
"2116",747,809,83,21,30
"2117",747,826,81,24,25
"2118",749,808,83,31,30
"2119",766,824,77,28,18
"2120",0,1,0,0,0
"2121",749,836,88,32,27
"2122",741,810,1,0,0
"2123",754,839,82,30,36
"2124",760,821,80,26,24
"2125",745,817,0,0,0
"2126",751,837,0,0,0
"2127",760,813,84,23,25
"2128",765,819,81,25,23
"2129",747,805,0,0,0
"2130",751,827,91,26,20
"2131",752,804,0,0,0
"2132",766,818,83,28,27
"2133",763,829,0,1,1
"2134",740,814,85,37,24
"2135",753,833,87,29,28
"2136",759,800,81,25,25
"2137",0,2,0,0,0
"2138",740,808,85,25,28
"2139",0,1,0,0,0
"2140",757,812,85,27,23
"2141",759,812,75,28,28
"2142",751,805,87,26,23
"2143",752,827,84,29,22
"2144",737,819,2,2,0
"2145",764,833,86,29,30
"2146",748,789,71,25,26
"2147",753,822,0,1,0
"2148",0,1,0,0,0
"2149",745,823,0,0,0
"2150",748,830,88,27,26
"2151",743,829,95,30,25
"2152",759,823,1,0,0
"2153",740,827,93,31,29
"2154",756,818,89,27,24
"2155",749,826,74,27,23
"2156",749,827,82,27,21
"2157",750,817,79,27,30
"2158",745,819,84,33,29
"2159",740,799,91,25,29
"2160",746,799,0,0,0
"2161",747,830,0,0,0
"2162",757,842,86,32,22
"2163",745,826,0,0,0
"2164",758,803,89,37,21
"2165",754,833,0,0,0
"2166",743,821,79,35,27
"2167",746,822,94,30,25
"2168",0,1,0,0,0
"2169",764,812,94,25,34
"2170",758,818,83,30,19
"2171",736,807,0,0,0
"2172",0,1,0,0,0
"2173",760,816,79,22,24
"2174",759,813,82,33,23
"2175",743,846,0,0,0
"2176",751,813,1,0,0
"2177",762,816,83,31,21
"2178",751,798,84,28,30
"2179",757,807,89,33,27
"2180",763,830,93,34,32
"2181",751,818,82,32,25
"2182",758,821,87,31,23
"2183",760,820,79,27,23
"2184",754,802,86,28,32
"2185",754,819,85,34,25
"2186",754,826,83,27,24
"2187",745,813,75,18,34
"2188",742,849,0,0,1
"2189",761,828,1,0,0
"2190",745,825,66,31,26
"2191",743,828,84,33,24
"2192",742,797,83,30,26
"2193",757,818,80,27,25
"2194",750,831,94,29,30
"2195",755,807,78,25,30
"2196",758,818,84,27,32
"2197",741,816,0,0,0
"2198",752,837,98,35,28
"2199",759,822,0,0,0
"2200",729,818,0,0,0
"2201",755,845,0,0,0
"2202",749,818,79,26,18
"2203",747,814,84,28,28
"2204",759,826,87,27,26
"2205",731,812,82,30,21
"2206",737,828,89,30,29
"2207",753,811,92,24,25
"2208",757,796,80,25,26
"2209",0,1,0,0,0
"2210",741,815,0,0,0
"2211",754,826,0,0,0
"2212",748,829,0,0,0
"2213",754,804,84,24,31
"2214",748,826,86,29,21
"2215",746,817,2,1,0
"2216",0,1,0,0,0
"2217",757,841,0,0,0
"2218",0,1,0,0,0
"2219",0,1,0,0,0
"2220",746,832,86,31,22
"2221",748,823,85,25,28
"2222",742,834,81,25,23
"2223",750,832,90,34,26
"2224",734,818,81,31,29
"2225",749,836,0,0,0
"2226",736,824,83,29,25
"2227",0,1,0,0,0
"2228",0,1,0,0,0
"2229",743,812,1,0,0
"2230",0,1,0,0,0
"2231",754,815,83,27,26
"2232",736,818,0,0,0
"2233",0,1,0,0,0
"2234",746,830,0,0,0
"2235",0,1,0,0,0
"2236",0,1,0,0,0
"2237",745,824,0,0,0
"2238",748,807,88,34,33
"2239",736,809,84,35,24
"2240",739,808,94,31,21
"2241",751,809,83,28,22
"2242",748,811,70,29,21
"2243",0,1,0,0,0
"2244",763,815,0,1,0
"2245",760,811,80,24,29
"2246",754,833,83,26,24
"2247",756,795,87,27,29
"2248",749,813,0,0,0
"2249",0,1,0,0,0
"2250",758,846,84,32,27
"2251",750,811,0,0,0
"2252",744,814,82,25,23
"2253",769,803,87,28,25
"2254",748,804,83,24,19
"2255",753,835,1,0,0
"2256",747,824,0,0,0
"2257",761,815,82,27,22
"2258",0,1,0,0,0
"2259",744,809,85,31,28
"2260",0,1,0,0,0
"2261",749,814,0,0,0
"2262",740,815,81,25,22
"2263",747,830,89,21,20
"2264",755,813,86,35,26
"2265",752,827,84,32,22
"2266",761,828,0,0,0
"2267",753,826,0,0,0
"2268",747,811,96,27,28
"2269",756,831,0,0,0
"2270",734,813,0,0,0
"2271",0,1,0,0,0
"2272",735,837,87,30,27
"2273",745,809,1,0,0
"2274",757,807,94,33,17
"2275",759,821,81,25,28
"2276",0,1,0,0,0
"2277",746,812,85,30,31
"2278",762,820,81,34,28
"2279",755,818,85,30,34
"2280",0,1,0,0,0
"2281",753,827,89,22,24
"2282",0,0,0,0,0
"2283",745,824,88,26,22
"2284",758,819,91,30,29
"2285",1,1,0,0,0
"2286",753,811,84,25,30
"2287",744,825,1,0,0
"2288",751,816,98,27,28
"2289",751,816,88,32,32
"2290",754,812,0,0,0
"2291",755,830,77,32,22
"2292",744,827,83,27,28
"2293",736,823,77,26,28
"2294",755,827,0,0,0
"2295",0,1,0,0,0
"2296",741,816,73,27,20
"2297",750,801,89,26,27
"2298",755,816,85,29,25
"2299",2,1,0,0,0
"2300",773,830,73,24,31
"2301",738,843,0,0,0
"2302",0,1,0,0,0
"2303",749,808,82,24,23
"2304",745,822,0,0,0
"2305",0,1,0,0,0
"2306",762,809,75,30,26
"2307",746,819,0,0,0
"2308",754,828,85,31,25
"2309",756,825,86,30,32
"2310",745,820,1,0,1
"2311",749,820,86,33,26
"2312",759,812,77,29,26
"2313",751,820,0,0,0
"2314",755,820,86,26,32
"2315",734,829,0,0,0
"2316",755,824,87,31,15
"2317",750,823,79,31,27
"2318",744,824,91,34,25
"2319",746,808,86,25,22
"2320",733,819,85,30,31
"2321",737,833,0,0,0
"2322",743,801,85,28,28
"2323",0,0,0,0,0
"2324",749,823,74,28,21
"2325",762,821,0,0,0
"2326",745,821,77,27,24
"2327",757,817,89,27,22
"2328",751,826,74,33,20
"2329",763,834,0,0,0
"2330",769,828,85,26,15
"2331",0,1,0,0,0
"2332",753,814,83,31,24
"2333",762,820,82,24,26
"2334",753,834,76,29,32
"2335",751,821,74,27,21
"2336",749,805,3,0,2
"2337",0,1,0,0,0
"2338",0,1,0,0,0
"2339",763,826,80,29,24
"2340",759,838,82,33,24
"2341",743,833,0,0,0
"2342",728,825,89,24,17
"2343",746,836,0,0,0
"2344",747,827,83,29,22
"2345",742,811,87,26,35
"2346",753,844,82,31,34
"2347",749,839,88,28,21
"2348",743,832,0,0,0
"2349",752,839,89,28,25
"2350",739,815,83,25,34
"2351",757,820,0,0,0
"2352",755,813,0,0,0
"2353",752,822,74,28,28
"2354",760,823,86,28,25
"2355",742,819,73,28,25
"2356",746,828,90,29,25
"2357",748,810,0,0,0
"2358",750,836,79,24,22
"2359",752,813,85,27,26
"2360",743,805,87,30,26
"2361",0,1,0,0,0
"2362",0,1,0,0,0
"2363",1,1,0,0,0
"2364",743,821,86,30,27
"2365",755,819,91,28,32
"2366",747,836,90,32,28
"2367",750,828,76,35,26
"2368",739,812,84,27,26
"2369",740,848,92,31,25
"2370",745,827,85,26,29
"2371",1,1,0,0,0
"2372",745,833,78,24,22
"2373",766,822,68,28,28
"2374",736,811,83,25,18
"2375",759,813,88,35,29
"2376",740,822,0,0,0
"2377",742,820,91,29,33
"2378",762,801,86,30,21
"2379",742,828,84,23,19
"2380",756,801,86,31,27
"2381",0,1,0,0,0
"2382",1,2,0,0,0
"2383",750,803,85,34,21
"2384",746,796,86,31,30
"2385",0,1,0,0,0
"2386",761,833,75,31,20
"2387",752,834,0,0,0
"2388",745,813,0,0,0
"2389",765,822,3,0,0
"2390",753,799,86,26,26
"2391",752,829,87,30,25
"2392",752,815,88,31,29
"2393",0,1,0,0,0
"2394",754,837,85,33,25
"2395",745,831,93,32,31
"2396",752,805,94,26,28
"2397",757,807,89,22,23
"2398",738,835,80,25,23
"2399",748,804,0,0,0
"2400",734,829,74,27,24
"2401",735,825,88,31,29
"2402",754,806,0,0,0
"2403",740,816,78,29,24
"2404",754,833,0,0,0
"2405",766,840,0,0,0
"2406",0,1,0,0,0
"2407",748,838,92,33,21
"2408",747,802,0,0,0
"2409",744,811,82,29,25
"2410",750,834,65,26,24
"2411",756,830,93,29,29
"2412",748,808,0,0,0
"2413",759,836,84,26,23
"2414",754,821,0,0,0
"2415",735,806,88,29,31
"2416",746,818,0,0,0
"2417",0,0,0,0,0
"2418",757,815,0,0,0
"2419",759,803,0,0,1
"2420",758,829,79,26,20
"2421",756,840,0,0,0
"2422",757,818,0,0,0
"2423",0,1,0,0,0
"2424",758,831,81,29,28
"2425",747,839,1,0,0
"2426",750,819,0,0,0
"2427",755,813,90,31,26
"2428",750,829,83,26,25
"2429",760,824,75,24,31
"2430",750,820,0,0,0
"2431",755,814,1,0,0
"2432",739,827,0,0,0
"2433",741,798,78,24,17
"2434",737,826,75,29,24
"2435",742,818,90,30,22
"2436",752,838,88,30,21
"2437",747,840,88,27,26
"2438",757,829,85,35,27
"2439",754,809,81,28,29
"2440",758,832,89,25,23
"2441",736,824,1,0,0
"2442",735,828,75,26,24
"2443",751,806,0,0,0
"2444",746,822,0,0,0
"2445",733,820,82,33,30
"2446",0,1,0,0,0
"2447",754,833,0,0,0
"2448",740,819,0,0,0
"2449",1,1,0,0,0
"2450",760,792,78,26,31
"2451",763,824,76,30,32
"2452",750,829,0,0,0
"2453",0,1,0,0,0
"2454",747,841,82,31,21
"2455",748,816,92,25,26
"2456",761,818,0,0,0
"2457",0,1,0,0,0
"2458",762,827,85,30,28
"2459",762,807,0,0,0
"2460",742,824,91,25,23
"2461",753,829,77,31,29
"2462",0,1,0,0,0
"2463",746,828,89,34,23
"2464",756,810,79,30,28
"2465",762,833,1,0,0
"2466",0,1,0,0,0
"2467",758,816,83,29,35
"2468",760,817,86,24,30
"2469",756,820,92,29,32
"2470",751,816,1,0,0
"2471",750,821,86,33,28
"2472",732,836,78,29,33
"2473",756,827,89,29,18
"2474",0,1,0,0,0
"2475",742,833,1,0,0
"2476",746,825,88,22,24
"2477",755,810,0,0,1
"2478",758,824,77,27,24
"2479",743,834,0,0,0
"2480",744,822,2,0,0
"2481",760,821,0,0,0
"2482",761,812,66,26,22
"2483",750,842,0,0,0
"2484",0,1,0,0,0
"2485",758,821,93,24,22
"2486",746,839,77,26,24
"2487",745,823,0,0,0
"2488",0,1,0,0,0
"2489",745,830,96,28,26
"2490",770,823,1,0,0
"2491",749,799,1,0,0
"2492",755,814,0,0,1
"2493",759,826,0,0,0
"2494",0,1,0,0,0
"2495",742,828,90,33,27
"2496",753,823,84,29,24
"2497",743,828,87,38,25
"2498",747,799,80,25,24
"2499",739,827,1,0,0
"2500",729,824,3,0,0
