"","Model","Time_peak_infected"
"30","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",253
"31","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",110
"32","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",28
"33","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",61
"34","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",150
"35","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",30
"36","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",32
"37","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",19
"38","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",251
"39","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",25
"40","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",104
"41","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",169
"42","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",25
"43","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",153
"44","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",304
"45","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",102
"46","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",77
"47","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",243
"48","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",275
"49","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",334
"50","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",28
"51","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",199
"52","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",163
"53","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",110
"54","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",26
"55","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",193
"56","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",324
"57","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",248
"58","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",74
"59","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",227
"60","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",23
"61","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",29
"62","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",132
"63","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",245
"64","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",173
"65","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",29
"66","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",241
"67","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",95
"68","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",99
"69","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",104
"70","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",287
"71","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",222
"72","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",173
"73","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",328
"74","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",142
"75","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",25
"76","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",198
"77","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",94
"78","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",181
"79","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",25
"80","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",100
"81","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",101
"82","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",84
"83","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",235
"84","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",108
"85","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",121
"86","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",21
"87","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",250
"88","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",27
"89","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",22
"90","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",23
"91","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",120
"92","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",139
"93","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",71
"94","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",21
"95","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",307
"96","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",154
"97","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",208
"98","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",37
"99","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",20
"100","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",305
"101","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",78
"102","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",32
"103","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",24
"104","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",15
"105","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",79
"106","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",214
"107","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",21
"108","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",235
"109","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",103
"110","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",20
"111","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",190
"112","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",108
"113","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",53
"114","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",189
"115","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",54
"116","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",27
"117","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",229
"118","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",147
"119","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",303
"120","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",61
"121","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",24
"122","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",160
"123","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",135
"124","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",141
"125","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",16
"126","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",23
"127","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",78
"128","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",24
"129","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",260
"130","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",268
"131","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",260
"132","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",24
"133","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",152
"134","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",28
"135","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",169
"136","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",20
"137","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",21
"138","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",172
"139","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",280
"140","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",29
"141","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",78
"142","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",24
"143","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",21
"144","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",96
"145","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",177
"146","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",99
"147","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",134
"148","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",346
"149","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",134
"150","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",29
"151","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",233
"152","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",25
"153","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",95
"154","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",98
"155","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",65
"156","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",32
"157","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",209
"158","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",245
"159","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",100
"160","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",24
"161","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",133
"162","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",27
"163","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",27
"164","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",27
"165","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",27
"166","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",172
"167","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",276
"168","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",26
"169","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",129
"170","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",122
"171","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",283
"172","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",139
"173","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",134
"174","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",221
"175","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",86
"176","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",113
"177","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",214
"178","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",32
"179","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",242
"180","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",31
"181","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",20
"182","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",156
"183","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",116
"184","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",125
"185","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",73
"186","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",90
"187","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",23
"188","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",16
"189","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",203
"190","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",237
"191","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",189
"192","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",87
"193","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",243
"194","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",93
"195","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",21
"196","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",228
"197","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",254
"198","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",203
"199","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",110
"200","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",167
"201","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",145
"202","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",28
"203","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",320
"204","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",23
"205","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",155
"206","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",82
"207","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",24
"208","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",113
"209","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",71
"210","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",186
"211","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",87
"212","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",27
"213","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",244
"214","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",76
"215","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",33
"216","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",20
"217","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",28
"218","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",30
"219","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",294
"220","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",271
"221","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",160
"222","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",154
"223","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",220
"224","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",137
"225","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",26
"226","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",142
"227","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",146
"228","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",56
"229","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",24
"230","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",90
"231","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",128
"232","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",99
"233","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",109
"234","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",28
"235","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",25
"236","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",48
"237","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",22
"238","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",85
"239","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",220
"240","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",31
"241","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",25
"242","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",221
"243","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",163
"244","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",124
"245","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",76
"246","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",20
"247","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",127
"248","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",29
"249","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",256
"250","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",174
"251","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",232
"252","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",177
"253","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",175
"254","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",366
"255","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",122
"256","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",229
"257","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",99
"258","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",219
"259","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",37
"260","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",109
"261","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",147
"262","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",30
"263","null_model_mixed/IsolateYES_Limit25_FateD_TcheckNO_PopSize2000.age3_comorbid.I",161
