"","age1_orange.E","age2_no_comorbid_orange.E","age2_comorbid_orange.E","age3_no_comorbid_green.E","age3_comorbid_green.E"
"184",0,1,0,0,0
"185",108,117,17,0,0
"186",103,105,23,0,0
"187",115,101,18,4,8
"188",113,113,20,5,6
"189",113,106,18,0,0
"190",107,108,21,5,4
"191",122,102,16,0,0
"192",110,120,17,0,0
"193",120,106,17,7,8
"194",98,128,17,1,1
"195",93,109,14,6,8
"196",103,110,17,5,8
"197",1,1,0,0,0
"198",121,105,14,0,0
"199",118,111,20,0,0
"200",105,113,21,4,9
"201",115,110,20,0,0
"202",105,99,16,0,0
"203",108,110,17,0,0
"204",108,100,22,0,0
"205",134,113,22,4,10
"206",102,104,18,4,6
"207",0,1,0,0,0
"208",107,117,21,5,10
"209",112,102,16,0,0
"210",130,120,20,0,0
"211",117,121,19,0,0
"212",2,1,0,0,0
"213",117,129,17,0,0
"214",111,103,16,0,0
"215",117,113,18,0,0
"216",102,96,18,4,9
"217",107,107,21,0,1
"218",109,106,22,0,1
"219",115,111,17,0,0
"220",108,86,18,0,0
"221",121,120,17,0,0
"222",97,105,22,0,0
"223",106,100,20,0,0
"224",116,104,17,1,1
"225",111,112,20,0,0
"226",96,105,15,6,10
"227",101,118,19,1,1
"228",106,95,17,0,0
"229",102,112,20,6,11
"230",109,107,20,0,1
"231",0,1,0,0,0
"232",116,113,13,0,0
"233",126,118,20,7,10
"234",106,113,21,3,6
"235",122,120,13,0,0
"236",120,99,18,0,0
"237",104,101,17,1,0
"238",115,110,18,0,0
"239",112,117,18,0,0
"240",113,112,16,7,7
"241",97,109,18,5,6
"242",114,121,17,0,0
"243",121,106,20,5,9
"244",115,97,20,0,0
"245",117,114,19,9,5
"246",119,106,20,0,0
"247",103,100,22,0,0
"248",0,1,0,0,0
"249",0,1,0,0,0
"250",124,124,15,0,0
"251",107,114,23,0,0
"252",97,100,25,0,0
"253",113,112,21,4,7
"254",0,1,0,0,0
"255",0,1,0,0,0
"256",107,106,18,0,0
"257",122,104,15,0,0
"258",125,105,17,6,6
"259",118,110,21,3,7
"260",0,1,0,0,0
"261",117,108,20,0,0
"262",0,1,0,0,0
"263",99,102,15,3,7
"264",101,97,14,3,7
"265",111,108,20,0,0
"266",121,122,22,0,0
"267",108,110,19,0,0
"268",117,102,15,0,0
"269",110,127,15,0,0
"270",113,124,20,0,0
"271",114,116,25,0,0
"272",110,113,20,5,7
"273",116,118,26,0,0
"274",0,1,0,0,0
"275",0,1,0,0,0
"276",0,1,0,0,0
"277",101,111,19,0,0
"278",109,113,15,0,0
"279",123,113,25,0,0
"280",0,1,0,0,0
"281",0,1,0,0,0
"282",113,124,15,0,0
"283",105,107,17,4,6
"284",100,110,21,5,8
"285",96,117,23,0,0
"286",0,1,0,0,0
"287",113,117,20,0,0
"288",95,109,17,0,0
"289",104,105,13,6,10
"290",0,1,0,0,0
"291",84,109,14,0,0
"292",114,117,23,0,0
"293",99,118,19,3,8
"294",119,129,17,5,10
"295",105,103,17,1,0
"296",125,94,16,0,0
"297",119,116,20,0,0
"298",121,120,17,1,0
"299",116,111,20,0,0
"300",125,108,22,1,0
"301",103,101,17,6,6
"302",102,108,18,0,0
"303",103,99,16,1,1
"304",113,109,14,0,0
"305",130,107,19,4,7
"306",115,119,20,0,0
"307",130,109,15,0,0
"308",108,117,16,3,4
"309",113,112,16,1,1
"310",105,116,18,0,0
"311",0,1,0,0,0
"312",110,102,18,0,0
"313",1,1,0,0,0
"314",118,134,17,4,5
"315",109,103,17,5,7
"316",109,113,15,0,0
"317",106,121,21,1,0
"318",0,1,0,0,0
"319",0,1,0,0,0
"320",102,108,22,0,0
"321",94,111,16,0,0
"322",102,121,19,0,0
"323",111,104,20,0,0
"324",115,122,22,0,0
"325",111,94,24,0,0
"326",0,1,0,0,0
"327",107,115,21,1,0
"328",108,108,16,0,0
"329",0,1,0,0,0
"330",118,115,19,0,0
"331",115,107,22,0,0
"332",0,1,0,0,0
"333",123,124,16,0,0
"334",105,109,18,0,0
"335",0,1,0,0,0
"336",123,117,16,0,1
"337",0,1,0,0,0
"338",109,106,18,0,0
"339",113,115,20,0,0
"340",116,107,14,0,0
"341",115,113,18,0,0
"342",110,115,22,0,0
"343",129,114,15,1,0
"344",115,102,20,0,0
"345",115,122,16,6,10
"346",0,1,0,0,0
"347",103,103,15,0,1
"348",102,113,22,0,0
"349",110,101,23,0,0
"350",129,107,16,0,0
"351",106,106,12,0,0
"352",112,119,20,0,0
"353",113,110,16,0,0
"354",101,119,14,1,1
"355",108,99,17,0,0
"356",0,1,0,0,0
"357",137,114,22,0,0
"358",0,1,0,0,0
"359",98,109,19,0,0
"360",121,107,19,0,0
"361",112,125,18,0,0
"362",111,108,19,0,0
"363",110,112,19,0,0
"364",0,1,0,0,0
"365",98,93,15,0,1
"366",2,1,0,0,0
"367",120,110,22,0,0
"368",0,1,0,0,0
"369",115,101,19,5,6
"370",109,106,16,9,7
"371",127,118,19,5,6
"372",0,1,0,0,0
"373",118,125,17,0,0
"374",123,117,18,0,0
"375",105,111,18,0,0
"376",136,118,18,3,5
"377",115,113,19,0,0
"378",134,127,21,0,0
"379",126,116,18,0,0
"380",0,1,0,0,0
"381",104,102,20,0,0
"382",112,106,19,0,0
"383",115,97,19,0,0
"384",96,109,19,1,2
"385",105,106,16,0,0
"386",118,128,16,4,5
"387",128,102,14,0,0
"388",114,104,26,0,0
"389",0,1,0,0,0
"390",126,119,21,0,0
"391",101,109,17,0,1
"392",120,113,25,0,0
"393",0,1,0,0,0
"394",99,99,18,0,0
"395",104,109,23,4,5
"396",0,1,0,0,0
"397",120,102,22,0,0
"398",123,116,22,1,0
"399",0,1,0,0,0
"400",121,118,20,0,0
"401",87,110,22,0,0
"402",94,103,20,0,0
"403",104,99,16,5,5
"404",108,101,15,0,0
"405",103,114,20,0,0
"406",116,104,22,4,10
"407",1,1,0,0,0
"408",98,121,17,5,9
"409",100,107,18,0,1
"410",114,97,15,3,6
"411",0,1,0,0,0
"412",106,112,26,0,0
"413",99,109,18,0,0
"414",110,117,13,0,0
"415",108,119,18,2,2
"416",119,110,17,3,6
"417",116,142,19,0,0
"418",110,102,20,0,0
"419",138,124,18,0,0
"420",0,1,0,0,0
"421",110,97,21,0,0
"422",0,1,0,0,0
"423",121,101,21,0,0
"424",126,120,23,6,8
"425",106,110,20,0,0
"426",120,95,15,4,6
"427",1,1,0,0,0
"428",111,109,19,0,0
"429",111,118,16,0,0
"430",0,1,0,0,0
"431",101,104,16,0,0
"432",107,102,16,0,0
"433",112,116,16,6,7
"434",114,117,21,0,1
"435",104,102,20,0,0
"436",108,114,17,0,0
"437",114,105,18,0,0
"438",116,96,21,0,0
"439",113,110,21,0,0
"440",110,112,20,5,7
"441",106,112,16,0,0
"442",112,111,16,3,7
"443",117,111,16,0,0
"444",115,106,19,0,0
"445",0,1,0,0,0
"446",0,1,0,0,0
"447",103,108,17,4,5
"448",114,116,19,0,0
"449",112,109,14,0,0
"450",0,1,0,0,0
"451",106,102,17,0,0
"452",103,115,16,0,0
"453",2,1,0,0,0
"454",116,108,22,0,1
"455",114,118,14,0,0
"456",104,110,17,3,6
"457",108,100,19,0,0
"458",1,1,0,0,0
"459",0,1,0,0,0
"460",113,98,17,0,0
"461",95,117,25,0,0
"462",113,96,17,0,0
"463",126,114,23,0,0
"464",115,111,20,0,0
"465",0,1,0,0,0
"466",103,108,16,0,0
"467",108,103,15,0,0
"468",127,101,19,0,0
"469",120,111,22,1,1
"470",113,112,19,0,1
"471",108,125,17,0,0
"472",112,107,19,1,1
"473",106,100,18,1,1
"474",119,113,20,6,9
"475",106,110,19,0,0
"476",105,136,17,7,8
"477",104,106,12,0,0
"478",104,108,21,0,0
"479",123,107,16,0,0
"480",115,112,16,0,1
"481",110,112,16,0,0
"482",113,119,20,0,0
"483",100,110,21,5,7
"484",104,113,18,10,8
"485",107,121,19,0,0
"486",115,109,17,1,1
"487",116,107,19,1,0
"488",113,105,14,0,0
"489",0,1,0,0,0
"490",104,115,16,0,0
"491",110,102,26,0,0
"492",0,1,0,0,0
"493",124,110,17,0,0
"494",103,102,16,0,0
"495",104,93,18,0,0
"496",115,104,19,1,0
"497",111,114,24,0,0
"498",120,108,18,0,0
"499",106,111,19,5,7
"500",1,1,0,0,0
