"","age1_orange.I","age2_no_comorbid_orange.I","age2_comorbid_orange.I","age3_no_comorbid_green.I","age3_comorbid_green.I"
"220",58,61,60,139,138
"221",53,56,56,115,115
"222",48,51,50,114,113
"223",54,57,57,122,122
"224",53,56,56,115,116
"225",63,66,66,146,146
"226",46,49,49,104,103
"227",44,47,47,97,98
"228",36,38,38,72,72
"229",75,78,79,198,200
"230",50,53,53,106,106
"231",56,60,60,131,131
"232",43,45,45,96,97
"233",55,58,58,116,116
"234",62,65,65,150,150
"235",67,71,71,166,165
"236",52,55,55,118,119
"237",81,85,84,213,212
"238",49,52,51,102,101
"239",58,61,61,132,133
"240",54,57,58,130,131
"241",55,58,58,126,125
"242",59,63,62,136,135
"243",57,61,61,122,122
"244",49,52,52,105,105
"245",42,45,45,96,95
"246",63,67,67,160,159
"247",48,51,51,107,106
"248",75,79,79,169,170
"249",50,53,52,115,114
"250",54,58,58,117,118
"251",63,67,66,154,153
"252",51,54,54,121,120
"253",47,49,49,111,110
"254",63,67,67,140,141
"255",47,49,49,103,103
"256",55,58,58,121,122
"257",43,46,46,99,99
"258",50,53,52,114,114
"259",60,63,63,156,155
"260",55,58,58,121,121
"261",50,53,53,114,114
"262",66,69,69,147,148
"263",53,56,56,118,119
"264",76,80,80,171,170
"265",42,44,44,97,98
"266",66,70,69,182,180
"267",52,55,55,116,115
"268",57,60,60,143,142
"269",37,39,39,79,79
"270",73,77,77,175,175
"271",65,69,68,160,159
"272",70,74,74,178,178
"273",48,51,51,108,107
"274",43,45,45,92,91
"275",40,42,42,88,87
"276",40,43,43,91,91
"277",83,88,87,222,221
"278",74,78,79,183,184
"279",56,60,59,122,121
"280",51,55,55,114,114
"281",57,60,61,146,147
"282",71,75,74,250,249
"283",57,61,61,124,125
"284",50,53,52,108,107
"285",45,48,48,101,101
"286",59,63,63,145,145
"287",52,55,55,128,128
"288",48,51,50,103,103
"289",64,68,68,148,149
"290",61,64,64,144,144
"291",58,61,61,130,131
"292",51,54,54,104,105
"293",50,53,53,104,103
"294",62,65,65,170,169
"295",49,52,51,108,108
"296",81,85,85,196,197
"297",52,55,55,122,121
"298",79,83,83,213,212
"299",48,51,51,111,110
"300",51,54,54,109,109
"301",47,50,50,100,100
"302",45,48,48,104,104
"303",49,52,52,107,107
"304",57,61,61,128,127
"305",66,70,69,159,158
"306",48,50,51,113,113
"307",107,111,111,329,328
"308",63,67,66,164,164
"309",49,52,52,118,117
"310",46,49,48,111,111
"311",65,69,68,153,152
"312",56,59,59,148,147
"313",60,63,63,139,139
"314",59,62,62,138,138
"315",68,72,71,150,149
"316",64,68,68,154,155
"317",57,61,61,125,126
"318",50,53,53,112,112
"319",53,56,56,127,126
"320",50,53,53,121,120
"321",42,44,44,95,95
"322",49,51,52,110,110
"323",62,66,66,141,141
"324",50,53,53,111,111
"325",64,68,67,157,156
"326",37,39,38,83,82
"327",49,52,51,108,108
"328",87,91,91,258,257
"329",75,79,79,188,189
"330",63,67,68,147,148
"331",68,72,72,162,161
"332",53,56,56,122,122
"333",61,65,65,138,138
"334",82,87,87,202,203
"335",64,68,68,163,163
"336",52,56,56,113,114
"337",54,58,58,118,118
"338",61,65,64,159,157
"339",58,61,61,134,134
"340",39,41,42,80,81
"341",42,45,45,93,93
"342",52,55,55,125,125
"343",69,72,72,158,157
"344",77,81,81,193,193
"345",64,67,67,158,158
"346",44,47,47,90,91
"347",48,51,50,107,107
"348",51,54,54,112,112
"349",54,57,57,119,120
"350",77,81,80,129,127
"351",58,62,61,150,149
"352",43,46,46,93,94
"353",46,49,49,99,100
"354",52,55,55,111,111
"355",51,54,54,117,116
"356",37,39,39,82,81
"357",52,55,55,111,111
"358",46,49,49,96,95
"359",48,51,51,113,113
"360",56,59,60,140,141
"361",55,59,59,128,128
"362",53,57,56,114,114
"363",64,67,67,158,159
"364",51,54,54,119,119
"365",66,70,70,141,141
"366",54,57,57,123,124
"367",43,46,46,106,106
"368",54,57,56,124,123
"369",46,49,49,102,102
"370",72,76,76,170,170
"371",50,53,53,109,109
"372",33,35,36,76,76
"373",42,44,44,95,97
"374",64,67,67,173,172
"375",54,57,57,120,120
"376",61,65,65,142,141
"377",52,55,55,110,110
"378",76,80,79,224,223
"379",88,92,92,235,234
"380",51,54,54,110,110
"381",54,57,58,118,120
"382",44,46,47,93,93
"383",72,76,76,164,164
"384",42,44,45,99,100
"385",40,42,42,94,94
"386",64,68,68,161,161
"387",56,59,59,121,122
"388",54,57,57,131,130
"389",55,58,58,120,120
"390",51,54,54,118,119
"391",60,63,63,136,136
"392",83,88,87,260,260
"393",53,56,56,134,134
"394",54,57,58,128,129
"395",57,60,60,137,137
"396",47,50,50,109,109
"397",60,63,63,155,154
"398",56,60,60,129,129
"399",86,91,91,239,239
"400",75,78,78,243,243
"401",57,61,61,134,134
"402",103,108,107,290,289
"403",74,78,79,158,159
"404",64,68,68,162,162
"405",34,36,36,74,73
"406",73,77,76,179,177
"407",61,64,64,148,148
"408",54,57,57,133,132
"409",56,60,60,121,122
"410",69,73,73,163,162
"411",53,56,56,122,121
"412",62,65,65,138,139
"413",59,62,62,154,154
"414",54,57,57,134,133
"415",90,95,94,288,287
"416",50,53,53,107,107
"417",80,85,85,196,196
"418",40,43,42,84,84
"419",49,52,52,101,101
"420",44,46,46,99,99
"421",59,63,63,135,135
"422",52,55,55,111,111
"423",75,80,80,173,173
"424",51,54,54,111,112
"425",46,49,49,101,101
"426",75,79,79,176,175
"427",36,39,39,79,78
"428",51,54,54,107,107
"429",49,52,53,104,105
"430",51,54,54,120,119
"431",59,63,62,168,166
"432",58,62,62,128,128
"433",105,110,110,303,303
"434",67,71,71,151,151
"435",48,51,51,113,113
"436",79,83,83,187,188
"437",39,41,41,84,83
"438",55,58,58,128,128
"439",44,47,47,92,92
"440",91,96,96,222,223
"441",40,43,43,88,89
"442",67,71,71,148,149
"443",42,45,45,86,86
"444",60,63,63,156,155
"445",48,51,51,107,108
"446",44,46,46,96,96
"447",37,39,39,78,77
"448",73,77,77,177,178
"449",63,67,67,149,150
"450",86,91,91,222,221
"451",55,59,59,124,124
"452",52,56,56,116,117
"453",53,56,56,120,119
"454",56,60,60,130,130
"455",47,50,49,99,98
"456",74,78,78,178,179
"457",41,44,44,89,89
"458",49,52,52,109,109
"459",42,45,45,95,95
"460",37,39,39,78,77
"461",56,60,60,124,124
"462",53,56,57,125,125
"463",55,59,58,137,136
"464",72,75,74,208,206
"465",68,72,72,195,194
"466",68,72,72,169,170
"467",45,48,48,93,95
"468",45,47,47,96,96
"469",53,56,56,118,117
"470",35,37,37,76,75
"471",44,46,46,99,98
"472",59,62,62,142,143
"473",42,45,44,88,87
"474",69,73,73,165,166
"475",59,62,62,133,133
"476",53,56,56,112,112
"477",44,47,47,94,95
"478",44,47,46,96,95
"479",47,50,50,109,109
"480",51,54,54,119,120
"481",55,58,59,117,118
"482",53,57,57,115,114
"483",63,67,67,174,173
"484",39,42,42,89,90
"485",46,49,49,103,103
"486",53,56,56,130,129
"487",59,63,63,131,131
"488",41,43,44,87,87
"489",45,48,48,101,102
"490",55,58,58,118,119
"491",40,42,43,85,85
"492",51,54,54,115,114
"493",44,46,46,96,96
"494",48,51,51,110,110
"495",50,53,53,112,113
"496",52,56,56,116,118
"497",39,41,41,83,82
"498",64,68,68,155,156
"499",64,67,67,166,166
"500",47,49,49,97,97
